"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/04/28","16:30","0.668","-","0.7"
"2022/04/28","16:36","0.622","-","0.63"
"2022/04/28","16:42","0.577","-","0.67"
"2022/04/28","16:48","0.532","-","0.58"
"2022/04/28","16:54","0.488","-","0.58"
"2022/04/28","17:00","0.445","-","0.56"
"2022/04/28","17:06","0.404","-","0.48"
"2022/04/28","17:12","0.364","-","0.45"
"2022/04/28","17:18","0.326","-","0.43"
"2022/04/28","17:24","0.29","-","0.41"
"2022/04/28","17:30","0.256","-","0.42"
"2022/04/28","17:36","0.225","-","0.41"
"2022/04/28","17:42","0.196","-","0.35"
"2022/04/28","17:48","0.17","-","0.31"
"2022/04/28","17:54","0.148","-","0.35"
"2022/04/28","18:00","0.128","-","0.32"
"2022/04/28","18:06","0.112","-","0.32"
"2022/04/28","18:12","0.099","-","0.3"
"2022/04/28","18:18","0.09","-","0.34"
"2022/04/28","18:24","0.084","-","0.33"
"2022/04/28","18:30","0.082","-","0.36"
"2022/04/28","18:36","0.083","-","0.4"
"2022/04/28","18:42","0.089","-","0.39"
"2022/04/28","18:48","0.098","-","0.4"
"2022/04/28","18:54","0.11","-","0.41"
"2022/04/28","19:00","0.126","-","0.47"
"2022/04/28","19:06","0.145","-","0.47"
"2022/04/28","19:12","0.168","-","0.52"
"2022/04/28","19:18","0.194","-","0.49"
"2022/04/28","19:24","0.223","-","0.58"
"2022/04/28","19:30","0.256","-","0.64"
"2022/04/28","19:36","0.291","-","0.6"
"2022/04/28","19:42","0.329","-","0.69"
"2022/04/28","19:48","0.369","-","0.67"
"2022/04/28","19:54","0.412","-","0.77"
"2022/04/28","20:00","0.457","-","0.85"
"2022/04/28","20:06","0.504","-","0.92"
"2022/04/28","20:12","0.554","-","0.96"
"2022/04/28","20:18","0.605","-","0.99"
"2022/04/28","20:24","0.657","-","1.11"
"2022/04/28","20:30","0.712","-","1.16"
"2022/04/28","20:36","0.767","-","1.2"
"2022/04/28","20:42","0.824","-","1.31"
"2022/04/28","20:48","0.882","-","1.33"
"2022/04/28","20:54","0.941","-","1.41"
"2022/04/28","21:00","1","-","1.47"
"2022/04/28","21:06","1.061","-","1.53"
"2022/04/28","21:12","1.122","-","1.58"
"2022/04/28","21:18","1.183","-","1.67"
"2022/04/28","21:24","1.245","-","1.75"
"2022/04/28","21:30","1.307","-","1.81"
"2022/04/28","21:36","1.37","-","1.88"
"2022/04/28","21:42","1.432","-","1.9"
"2022/04/28","21:48","1.494","-","2.05"
"2022/04/28","21:54","1.556","-","2.05"
"2022/04/28","22:00","1.617","-","2.12"
"2022/04/28","22:06","1.678","-","2.22"
"2022/04/28","22:12","1.738","-","2.22"
"2022/04/28","22:18","1.797","-","2.28"
"2022/04/28","22:24","1.855","-","2.33"
"2022/04/28","22:30","1.912","-","2.42"
"2022/04/28","22:36","1.967","-","2.44"
"2022/04/28","22:42","2.021","-","2.45"
"2022/04/28","22:48","2.072","-","2.55"
"2022/04/28","22:54","2.121","-","2.56"
"2022/04/28","23:00","2.168","-","2.62"
"2022/04/28","23:06","2.213","-","2.64"
"2022/04/28","23:12","2.254","-","2.74"
"2022/04/28","23:18","2.293","-","2.76"
"2022/04/28","23:24","2.328","-","2.8"
"2022/04/28","23:30","2.36","-","2.84"
"2022/04/28","23:36","2.388","-","2.89"
"2022/04/28","23:42","2.413","-","2.91"
"2022/04/28","23:48","2.434","-","2.95"
"2022/04/28","23:54","2.452","-","3.03"
"2022/04/29","00:00","2.466","-","3.01"
"2022/04/29","00:06","2.475","-","2.97"
"2022/04/29","00:12","2.482","-","3.03"
"2022/04/29","00:18","2.484","-","3.07"
"2022/04/29","00:24","2.483","-","3.08"
"2022/04/29","00:30","2.478","-","3.03"
"2022/04/29","00:36","2.47","-","3.04"
"2022/04/29","00:42","2.459","-","3.06"
"2022/04/29","00:48","2.445","-","3.03"
"2022/04/29","00:54","2.428","-","3.01"
"2022/04/29","01:00","2.408","-","2.99"
"2022/04/29","01:06","2.387","-","2.95"
"2022/04/29","01:12","2.363","-","2.95"
"2022/04/29","01:18","2.337","-","2.89"
"2022/04/29","01:24","2.309","-","2.85"
"2022/04/29","01:30","2.28","-","2.83"
"2022/04/29","01:36","2.249","-","2.76"
"2022/04/29","01:42","2.218","-","2.72"
"2022/04/29","01:48","2.186","-","2.66"
"2022/04/29","01:54","2.152","-","2.66"
"2022/04/29","02:00","2.118","-","2.61"
"2022/04/29","02:06","2.084","-","2.54"
"2022/04/29","02:12","2.049","-","2.5"
"2022/04/29","02:18","2.014","-","2.45"
"2022/04/29","02:24","1.978","-","2.41"
"2022/04/29","02:30","1.941","-","2.37"
"2022/04/29","02:36","1.904","-","2.32"
"2022/04/29","02:42","1.867","-","2.27"
"2022/04/29","02:48","1.829","-","2.23"
"2022/04/29","02:54","1.791","-","2.19"
"2022/04/29","03:00","1.751","-","2.12"
"2022/04/29","03:06","1.711","-","2.07"
"2022/04/29","03:12","1.67","-","2.01"
"2022/04/29","03:18","1.628","-","1.94"
"2022/04/29","03:24","1.584","-","1.91"
"2022/04/29","03:30","1.54","-","1.87"
"2022/04/29","03:36","1.494","-","1.81"
"2022/04/29","03:42","1.447","-","1.73"
"2022/04/29","03:48","1.399","-","1.72"
"2022/04/29","03:54","1.349","-","1.63"
"2022/04/29","04:00","1.298","-","1.61"
"2022/04/29","04:06","1.246","-","1.55"
"2022/04/29","04:12","1.192","-","1.52"
"2022/04/29","04:18","1.137","-","1.42"
"2022/04/29","04:24","1.081","-","1.38"
"2022/04/29","04:30","1.025","-","1.34"
"2022/04/29","04:36","0.967","-","1.26"
"2022/04/29","04:42","0.909","-","1.2"
"2022/04/29","04:48","0.851","-","1.17"
"2022/04/29","04:54","0.792","-","1.05"
"2022/04/29","05:00","0.734","-","0.98"
"2022/04/29","05:06","0.675","-","0.95"
"2022/04/29","05:12","0.617","-","0.9"
"2022/04/29","05:18","0.56","-","0.81"
"2022/04/29","05:24","0.504","-","0.8"
"2022/04/29","05:30","0.45","-","0.73"
"2022/04/29","05:36","0.396","-","0.66"
"2022/04/29","05:42","0.345","-","0.6"
"2022/04/29","05:48","0.296","-","0.56"
"2022/04/29","05:54","0.249","-","0.49"
"2022/04/29","06:00","0.204","-","0.43"
"2022/04/29","06:06","0.162","-","0.38"
"2022/04/29","06:12","0.123","-","0.33"
"2022/04/29","06:18","0.087","-","0.31"
"2022/04/29","06:24","0.055","-","0.24"
"2022/04/29","06:30","0.025","-","0.18"
"2022/04/29","06:36","0","-","0.18"
"2022/04/29","06:42","-0.022","-","0.13"
"2022/04/29","06:48","-0.041","-","0.13"
"2022/04/29","06:54","-0.055","-","0.12"
"2022/04/29","07:00","-0.066","-","0.11"
"2022/04/29","07:06","-0.073","-","0.07"
"2022/04/29","07:12","-0.076","-","0.07"
"2022/04/29","07:18","-0.075","-","0.09"
"2022/04/29","07:24","-0.07","-","0.07"
"2022/04/29","07:30","-0.062","-","0.11"
"2022/04/29","07:36","-0.05","-","0.12"
"2022/04/29","07:42","-0.035","-","0.11"
"2022/04/29","07:48","-0.016","-","0.14"
"2022/04/29","07:54","0.006","-","0.2"
"2022/04/29","08:00","0.031","-","0.21"
"2022/04/29","08:06","0.059","-","0.26"
"2022/04/29","08:12","0.091","-","0.31"
"2022/04/29","08:18","0.124","-","0.35"
"2022/04/29","08:24","0.16","-","0.37"
"2022/04/29","08:30","0.199","-","0.43"
"2022/04/29","08:36","0.24","-","0.52"
"2022/04/29","08:42","0.282","-","0.52"
"2022/04/29","08:48","0.327","-","0.56"
"2022/04/29","08:54","0.373","-","0.65"
"2022/04/29","09:00","0.421","-","0.71"
"2022/04/29","09:06","0.47","-","0.74"
"2022/04/29","09:12","0.52","-","0.82"
"2022/04/29","09:18","0.571","-","0.87"
"2022/04/29","09:24","0.623","-","0.92"
"2022/04/29","09:30","0.676","-","0.98"
"2022/04/29","09:36","0.73","-","1.06"
"2022/04/29","09:42","0.784","-","1.08"
"2022/04/29","09:48","0.839","-","1.15"
"2022/04/29","09:54","0.894","-","1.19"
"2022/04/29","10:00","0.949","-","1.23"
"2022/04/29","10:06","1.004","-","1.31"
"2022/04/29","10:12","1.059","-","1.36"
"2022/04/29","10:18","1.114","-","1.42"
"2022/04/29","10:24","1.168","-","1.46"
"2022/04/29","10:30","1.222","-","1.5"
"2022/04/29","10:36","1.275","-","1.54"
"2022/04/29","10:42","1.327","-","1.61"
"2022/04/29","10:48","1.378","-","1.62"
"2022/04/29","10:54","1.428","-","1.63"
"2022/04/29","11:00","1.477","-","1.68"
"2022/04/29","11:06","1.524","-","1.73"
"2022/04/29","11:12","1.569","-","1.74"
"2022/04/29","11:18","1.612","-","1.76"
"2022/04/29","11:24","1.653","-","1.78"
"2022/04/29","11:30","1.692","-","1.81"
"2022/04/29","11:36","1.728","-","1.84"
"2022/04/29","11:42","1.761","-","1.85"
"2022/04/29","11:48","1.791","-","1.89"
"2022/04/29","11:54","1.819","-","1.89"
"2022/04/29","12:00","1.843","-","1.91"
"2022/04/29","12:06","1.864","-","1.93"
"2022/04/29","12:12","1.881","-","1.96"
"2022/04/29","12:18","1.895","-","1.94"
"2022/04/29","12:24","1.906","-","1.96"
"2022/04/29","12:30","1.913","-","1.98"
"2022/04/29","12:36","1.916","-","1.99"
"2022/04/29","12:42","1.917","-","1.97"
"2022/04/29","12:48","1.914","-","1.98"
"2022/04/29","12:54","1.908","-","1.99"
"2022/04/29","13:00","1.899","-","2.02"
"2022/04/29","13:06","1.887","-","2"
"2022/04/29","13:12","1.873","-","2.01"
"2022/04/29","13:18","1.856","-","2.01"
"2022/04/29","13:24","1.837","-","2"
"2022/04/29","13:30","1.816","-","1.99"
"2022/04/29","13:36","1.793","-","1.95"
"2022/04/29","13:42","1.769","-","1.94"
"2022/04/29","13:48","1.744","-","1.92"
"2022/04/29","13:54","1.717","-","1.88"
"2022/04/29","14:00","1.69","-","1.86"
"2022/04/29","14:06","1.662","-","1.84"
"2022/04/29","14:12","1.633","-","1.78"
"2022/04/29","14:18","1.605","-","1.76"
"2022/04/29","14:24","1.576","-","1.76"
"2022/04/29","14:30","1.547","-","1.69"
"2022/04/29","14:36","1.518","-","1.65"
"2022/04/29","14:42","1.489","-","1.64"
"2022/04/29","14:48","1.46","-","1.6"
"2022/04/29","14:54","1.432","-","1.55"
"2022/04/29","15:00","1.403","-","1.56"
"2022/04/29","15:06","1.375","-","1.48"
"2022/04/29","15:12","1.346","-","1.47"
"2022/04/29","15:18","1.318","-","1.46"
"2022/04/29","15:24","1.289","-","1.39"
"2022/04/29","15:30","1.26","-","1.39"
"2022/04/29","15:36","1.231","-","1.32"
"2022/04/29","15:42","1.201","-","1.33"
"2022/04/29","15:48","1.171","-","1.28"
"2022/04/29","15:54","1.14","-","1.28"
"2022/04/29","16:00","1.108","-","1.21"
"2022/04/29","16:06","1.076","-","1.22"
"2022/04/29","16:12","1.043","-","1.19"
"2022/04/29","16:18","1.009","-","1.15"
"2022/04/29","16:24","0.974","-","1.13"
"2022/04/29","16:30","0.938","-","1.11"
"2022/04/29","16:36","0.901","-","1.08"
"2022/04/29","16:42","0.864","-","1.06"
"2022/04/29","16:48","0.826","-","1.05"
"2022/04/29","16:54","0.787","-","1.01"
"2022/04/29","17:00","0.748","-","0.98"
"2022/04/29","17:06","0.708","-","0.95"
"2022/04/29","17:12","0.668","-","0.94"
"2022/04/29","17:18","0.628","-","0.89"
"2022/04/29","17:24","0.588","-","0.85"
"2022/04/29","17:30","0.549","-","0.84"
"2022/04/29","17:36","0.51","-","0.79"
"2022/04/29","17:42","0.472","-","0.76"
"2022/04/29","17:48","0.435","-","0.77"
"2022/04/29","17:54","0.399","-","0.73"
"2022/04/29","18:00","0.364","-","0.67"
"2022/04/29","18:06","0.332","-","0.67"
"2022/04/29","18:12","0.301","-","0.64"
"2022/04/29","18:18","0.272","-","0.61"
"2022/04/29","18:24","0.246","-","0.58"
"2022/04/29","18:30","0.222","-","0.59"
"2022/04/29","18:36","0.202","-","0.54"
"2022/04/29","18:42","0.184","-","0.55"
"2022/04/29","18:48","0.169","-","0.55"
"2022/04/29","18:54","0.157","-","0.55"
"2022/04/29","19:00","0.149","-","0.54"
"2022/04/29","19:06","0.144","-","0.56"
"2022/04/29","19:12","0.143","-","0.58"
"2022/04/29","19:18","0.145","-","0.55"
"2022/04/29","19:24","0.151","-","0.58"
"2022/04/29","19:30","0.161","-","0.63"
"2022/04/29","19:36","0.174","-","0.62"
"2022/04/29","19:42","0.19","-","0.64"
"2022/04/29","19:48","0.211","-","0.68"
"2022/04/29","19:54","0.235","-","0.7"
"2022/04/29","20:00","0.262","-","0.74"
"2022/04/29","20:06","0.292","-","0.79"
"2022/04/29","20:12","0.326","-","0.85"
"2022/04/29","20:18","0.362","-","0.92"
"2022/04/29","20:24","0.402","-","0.96"
"2022/04/29","20:30","0.444","-","1"
"2022/04/29","20:36","0.489","-","1.1"
"2022/04/29","20:42","0.536","-","1.13"
"2022/04/29","20:48","0.585","-","1.22"
"2022/04/29","20:54","0.637","-","1.33"
"2022/04/29","21:00","0.69","-","1.36"
"2022/04/29","21:06","0.744","-","1.4"
"2022/04/29","21:12","0.801","-","1.49"
"2022/04/29","21:18","0.858","-","1.56"
"2022/04/29","21:24","0.917","-","1.61"
"2022/04/29","21:30","0.977","-","1.68"
"2022/04/29","21:36","1.037","-","1.75"
"2022/04/29","21:42","1.098","-","1.85"
"2022/04/29","21:48","1.16","-","1.91"
"2022/04/29","21:54","1.222","-","1.98"
"2022/04/29","22:00","1.284","-","2.05"
"2022/04/29","22:06","1.346","-","2.09"
"2022/04/29","22:12","1.409","-","2.19"
"2022/04/29","22:18","1.471","-","2.24"
"2022/04/29","22:24","1.533","-","2.29"
"2022/04/29","22:30","1.595","-","2.36"
"2022/04/29","22:36","1.656","-","2.41"
"2022/04/29","22:42","1.717","-","2.45"
"2022/04/29","22:48","1.777","-","2.52"
"2022/04/29","22:54","1.836","-","2.55"
"2022/04/29","23:00","1.894","-","2.61"
"2022/04/29","23:06","1.951","-","2.67"
"2022/04/29","23:12","2.006","-","2.7"
"2022/04/29","23:18","2.06","-","2.74"
"2022/04/29","23:24","2.112","-","2.79"
"2022/04/29","23:30","2.163","-","2.85"
"2022/04/29","23:36","2.211","-","2.9"
"2022/04/29","23:42","2.257","-","2.93"
"2022/04/29","23:48","2.301","-","2.96"
"2022/04/29","23:54","2.341","-","2.99"
"2022/04/30","00:00","2.38","-","3.05"
"2022/04/30","00:06","2.415","-","3.1"
"2022/04/30","00:12","2.446","-","3.11"
"2022/04/30","00:18","2.475","-","3.16"
"2022/04/30","00:24","2.5","-","3.2"
"2022/04/30","00:30","2.521","-","3.24"
"2022/04/30","00:36","2.539","-","3.26"
"2022/04/30","00:42","2.553","-","3.26"
"2022/04/30","00:48","2.563","-","3.27"
"2022/04/30","00:54","2.569","-","3.27"
"2022/04/30","01:00","2.571","-","3.29"
"2022/04/30","01:06","2.57","-","3.29"
"2022/04/30","01:12","2.565","-","3.29"
"2022/04/30","01:18","2.556","-","3.28"
"2022/04/30","01:24","2.544","-","3.29"
"2022/04/30","01:30","2.528","-","3.27"
"2022/04/30","01:36","2.509","-","3.26"
"2022/04/30","01:42","2.488","-","3.24"
"2022/04/30","01:48","2.463","-","3.21"
"2022/04/30","01:54","2.436","-","3.19"
"2022/04/30","02:00","2.407","-","3.16"
"2022/04/30","02:06","2.376","-","3.12"
"2022/04/30","02:12","2.342","-","3.09"
"2022/04/30","02:18","2.308","-","3.02"
"2022/04/30","02:24","2.271","-","2.98"
"2022/04/30","02:30","2.234","-","2.94"
"2022/04/30","02:36","2.196","-","2.88"
"2022/04/30","02:42","2.156","-","2.84"
"2022/04/30","02:48","2.116","-","2.79"
"2022/04/30","02:54","2.076","-","2.75"
"2022/04/30","03:00","2.035","-","2.69"
"2022/04/30","03:06","1.994","-","2.64"
"2022/04/30","03:12","1.952","-","2.6"
"2022/04/30","03:18","1.91","-","2.54"
"2022/04/30","03:24","1.868","-","2.5"
"2022/04/30","03:30","1.825","-","2.46"
"2022/04/30","03:36","1.782","-","2.38"
"2022/04/30","03:42","1.739","-","2.36"
"2022/04/30","03:48","1.695","-","2.33"
"2022/04/30","03:54","1.65","-","2.25"
"2022/04/30","04:00","1.605","-","2.22"
"2022/04/30","04:06","1.56","-","2.18"
"2022/04/30","04:12","1.513","-","2.13"
"2022/04/30","04:18","1.466","-","2.07"
"2022/04/30","04:24","1.417","-","2.02"
"2022/04/30","04:30","1.368","-","1.99"
"2022/04/30","04:36","1.318","-","1.96"
"2022/04/30","04:42","1.266","-","1.9"
"2022/04/30","04:48","1.214","-","1.83"
"2022/04/30","04:54","1.161","-","1.81"
"2022/04/30","05:00","1.106","-","1.75"
"2022/04/30","05:06","1.051","-","1.68"
"2022/04/30","05:12","0.995","-","1.64"
"2022/04/30","05:18","0.938","-","1.58"
"2022/04/30","05:24","0.881","-","1.52"
"2022/04/30","05:30","0.823","-","1.46"
"2022/04/30","05:36","0.765","-","1.4"
"2022/04/30","05:42","0.707","-","1.32"
"2022/04/30","05:48","0.649","-","1.28"
"2022/04/30","05:54","0.591","-","1.21"
"2022/04/30","06:00","0.534","-","1.16"
"2022/04/30","06:06","0.478","-","1.1"
"2022/04/30","06:12","0.422","-","1.04"
"2022/04/30","06:18","0.369","-","0.99"
"2022/04/30","06:24","0.317","-","0.94"
"2022/04/30","06:30","0.266","-","0.87"
"2022/04/30","06:36","0.218","-","0.81"
"2022/04/30","06:42","0.172","-","0.76"
"2022/04/30","06:48","0.129","-","0.69"
"2022/04/30","06:54","0.089","-","0.65"
"2022/04/30","07:00","0.051","-","0.61"
"2022/04/30","07:06","0.017","-","0.54"
"2022/04/30","07:12","-0.014","-","0.51"
"2022/04/30","07:18","-0.041","-","0.49"
"2022/04/30","07:24","-0.064","-","0.44"
"2022/04/30","07:30","-0.084","-","0.39"
"2022/04/30","07:36","-0.1","-","0.38"
"2022/04/30","07:42","-0.112","-","0.36"
"2022/04/30","07:48","-0.12","-","0.32"
"2022/04/30","07:54","-0.123","-","0.32"
"2022/04/30","08:00","-0.123","-","0.31"
"2022/04/30","08:06","-0.119","-","0.29"
"2022/04/30","08:12","-0.111","-","0.3"
"2022/04/30","08:18","-0.099","-","0.3"
"2022/04/30","08:24","-0.084","-","0.3"
"2022/04/30","08:30","-0.064","-","0.31"
"2022/04/30","08:36","-0.041","-","0.34"
"2022/04/30","08:42","-0.015","-","0.35"
"2022/04/30","08:48","0.014","-","0.36"
"2022/04/30","08:54","0.046","-","0.4"
"2022/04/30","09:00","0.081","-","0.45"
"2022/04/30","09:06","0.119","-","0.52"
"2022/04/30","09:12","0.159","-","0.56"
"2022/04/30","09:18","0.201","-","0.61"
"2022/04/30","09:24","0.246","-","0.7"
"2022/04/30","09:30","0.292","-","0.75"
"2022/04/30","09:36","0.339","-","0.79"
"2022/04/30","09:42","0.388","-","0.85"
"2022/04/30","09:48","0.439","-","0.88"
"2022/04/30","09:54","0.49","-","0.92"
"2022/04/30","10:00","0.542","-","0.99"
"2022/04/30","10:06","0.595","-","1.06"
"2022/04/30","10:12","0.649","-","1.09"
"2022/04/30","10:18","0.703","-","1.16"
"2022/04/30","10:24","0.757","-","1.24"
"2022/04/30","10:30","0.812","-","1.31"
"2022/04/30","10:36","0.866","-","1.36"
"2022/04/30","10:42","0.921","-","1.42"
"2022/04/30","10:48","0.975","-","1.49"
"2022/04/30","10:54","1.029","-","1.54"
"2022/04/30","11:00","1.083","-","1.59"
"2022/04/30","11:06","1.136","-","1.63"
"2022/04/30","11:12","1.188","-","1.68"
"2022/04/30","11:18","1.24","-","1.71"
"2022/04/30","11:24","1.291","-","1.77"
"2022/04/30","11:30","1.341","-","1.79"
"2022/04/30","11:36","1.389","-","1.82"
"2022/04/30","11:42","1.437","-","1.87"
"2022/04/30","11:48","1.482","-","1.91"
"2022/04/30","11:54","1.527","-","1.95"
"2022/04/30","12:00","1.569","-","1.99"
"2022/04/30","12:06","1.609","-","2.01"
"2022/04/30","12:12","1.647","-","2.04"
"2022/04/30","12:18","1.683","-","2.12"
"2022/04/30","12:24","1.716","-","2.15"
"2022/04/30","12:30","1.747","-","2.16"
"2022/04/30","12:36","1.774","-","2.2"
"2022/04/30","12:42","1.799","-","2.21"
"2022/04/30","12:48","1.82","-","2.24"
"2022/04/30","12:54","1.838","-","2.27"
"2022/04/30","13:00","1.853","-","2.29"
"2022/04/30","13:06","1.865","-","2.3"
"2022/04/30","13:12","1.873","-","2.34"
"2022/04/30","13:18","1.877","-","2.35"
"2022/04/30","13:24","1.878","-","2.35"
"2022/04/30","13:30","1.876","-","2.36"
"2022/04/30","13:36","1.87","-","2.36"
"2022/04/30","13:42","1.861","-","2.38"
"2022/04/30","13:48","1.85","-","2.36"
"2022/04/30","13:54","1.835","-","2.32"
"2022/04/30","14:00","1.817","-","2.32"
"2022/04/30","14:06","1.797","-","2.29"
"2022/04/30","14:12","1.775","-","2.27"
"2022/04/30","14:18","1.751","-","2.27"
"2022/04/30","14:24","1.725","-","2.22"
"2022/04/30","14:30","1.698","-","2.19"
"2022/04/30","14:36","1.669","-","2.15"
"2022/04/30","14:42","1.639","-","2.12"
"2022/04/30","14:48","1.609","-","2.06"
"2022/04/30","14:54","1.577","-","2.02"
"2022/04/30","15:00","1.546","-","2"
"2022/04/30","15:06","1.514","-","1.93"
"2022/04/30","15:12","1.483","-","1.89"
"2022/04/30","15:18","1.451","-","1.85"
"2022/04/30","15:24","1.42","-","1.81"
"2022/04/30","15:30","1.389","-","1.75"
"2022/04/30","15:36","1.358","-","1.7"
"2022/04/30","15:42","1.328","-","1.69"
"2022/04/30","15:48","1.298","-","1.65"
"2022/04/30","15:54","1.269","-","1.59"
"2022/04/30","16:00","1.24","-","1.56"
"2022/04/30","16:06","1.212","-","1.53"
"2022/04/30","16:12","1.184","-","1.51"
"2022/04/30","16:18","1.156","-","1.5"
"2022/04/30","16:24","1.128","-","1.45"
"2022/04/30","16:30","1.1","-","1.41"
"2022/04/30","16:36","1.071","-","1.43"
"2022/04/30","16:42","1.043","-","1.4"
"2022/04/30","16:48","1.014","-","1.36"
"2022/04/30","16:54","0.985","-","1.35"
"2022/04/30","17:00","0.956","-","1.34"
"2022/04/30","17:06","0.926","-","1.32"
"2022/04/30","17:12","0.895","-","1.31"
"2022/04/30","17:18","0.864","-","1.28"
"2022/04/30","17:24","0.832","-","1.27"
"2022/04/30","17:30","0.799","-","1.25"
"2022/04/30","17:36","0.766","-","1.22"
"2022/04/30","17:42","0.733","-","1.22"
"2022/04/30","17:48","0.699","-","1.18"
"2022/04/30","17:54","0.665","-","1.16"
"2022/04/30","18:00","0.631","-","1.12"
"2022/04/30","18:06","0.597","-","1.1"
"2022/04/30","18:12","0.563","-","1.08"
"2022/04/30","18:18","0.53","-","1.05"
"2022/04/30","18:24","0.497","-","1"
"2022/04/30","18:30","0.465","-","0.98"
"2022/04/30","18:36","0.434","-","0.98"
"2022/04/30","18:42","0.404","-","0.96"
"2022/04/30","18:48","0.376","-","0.9"
"2022/04/30","18:54","0.35","-","0.84"
"2022/04/30","19:00","0.325","-","0.82"
"2022/04/30","19:06","0.303","-","0.81"
"2022/04/30","19:12","0.283","-","0.78"
"2022/04/30","19:18","0.266","-","0.74"
"2022/04/30","19:24","0.251","-","0.72"
"2022/04/30","19:30","0.24","-","0.72"
"2022/04/30","19:36","0.231","-","0.73"
"2022/04/30","19:42","0.226","-","0.73"
"2022/04/30","19:48","0.224","-","0.72"
"2022/04/30","19:54","0.225","-","0.74"
"2022/04/30","20:00","0.23","-","0.75"
"2022/04/30","20:06","0.238","-","0.75"
"2022/04/30","20:12","0.25","-","0.78"
"2022/04/30","20:18","0.266","-","0.79"
"2022/04/30","20:24","0.285","-","0.8"
"2022/04/30","20:30","0.308","-","0.84"
"2022/04/30","20:36","0.334","-","0.87"
"2022/04/30","20:42","0.363","-","0.89"
"2022/04/30","20:48","0.395","-","0.92"
